rates >>>,business $,0.545,medical $,0.18,charity $,0.14,moving $,0.18

SUMMARY

VEHICLE,ODOMETER (START OF YEAR),BUSINESS,COMMUTE,PERSONAL (OTHER),UNCLASSIFIED,TOTAL DISTANCE,BUSINESS VALUE IN $,PARKING IN $,TOLLS IN $,TOTAL VALUE IN $,MEDICAL,MOVING,CHARITY
Sonata,116803,1466.9,0.0,490.1,104.7,2061.7,"=ROUND(PRODUCT(C6, C1), 2)",0.00,0.00,"=ROUND(SUM(H6, I6, J6), 2)",0.0,0.0,0.0
,TOTALS,=SUM(C6:C6),=SUM(D6:D6),=SUM(E6:E6),=SUM(F6:F6),=SUM(G6:G6),=SUM(H6:H6),=SUM(I6:I6),=SUM(J6:J6),=SUM(K6:K6),=SUM(L6:L6),=SUM(M6:M6),=SUM(N6:N6)

DETAILED LOG

START_DATE*,END_DATE*,CATEGORY*,START*,STOP*,MILES*,MILES_VALUE,PARKING,TOLLS,TOTAL,VEHICLE,PURPOSE,NOTES
07/23/2018 14:59,07/23/2018 15:07,Personal,North Central Virginia Beach VA,SGC,2.1,"=ROUND(PRODUCT(F232, 0), 2)",0.00,0.00,"=ROUND(SUM(G232, H232, I232), 2)",Sonata,Personal,
07/23/2018 15:55,07/23/2018 16:10,Personal,SGC,Virginia Beach VA,10.0,"=ROUND(PRODUCT(F233, 0), 2)",0.00,0.00,"=ROUND(SUM(G233, H233, I233), 2)",Sonata,Personal,
07/23/2018 16:30,07/23/2018 16:50,Business,Virginia Beach VA,Virginia Beach VA,7.5,"=ROUND(PRODUCT(F234, C1), 2)",0.00,0.00,"=ROUND(SUM(G234, H234, I234), 2)",Sonata,Business,
07/23/2018 17:29,07/23/2018 17:45,Business,Virginia Beach VA,Town Center,4.3,"=ROUND(PRODUCT(F235, C1), 2)",0.00,0.00,"=ROUND(SUM(G235, H235, I235), 2)",Sonata,Business,
07/23/2018 18:02,07/23/2018 18:24,Business,Town Center,Virginia Beach VA,6.4,"=ROUND(PRODUCT(F236, C1), 2)",0.00,0.00,"=ROUND(SUM(G236, H236, I236), 2)",Sonata,Business,
07/23/2018 18:29,07/23/2018 18:54,Business,Virginia Beach VA,Chef Skip,7.0,"=ROUND(PRODUCT(F237, C1), 2)",0.00,0.00,"=ROUND(SUM(G237, H237, I237), 2)",Sonata,Business,
07/23/2018 18:56,07/23/2018 19:09,Business,Chef Skip,Virginia Beach VA,4.1,"=ROUND(PRODUCT(F238, C1), 2)",0.00,0.00,"=ROUND(SUM(G238, H238, I238), 2)",Sonata,Business,
07/23/2018 19:16,07/23/2018 19:43,Business,Virginia Beach VA,Virginia Beach VA,6.9,"=ROUND(PRODUCT(F239, C1), 2)",0.00,0.00,"=ROUND(SUM(G239, H239, I239), 2)",Sonata,Business,
07/23/2018 19:51,07/23/2018 20:08,Personal,Virginia Beach VA,SGC,4.6,"=ROUND(PRODUCT(F240, 0), 2)",0.00,0.00,"=ROUND(SUM(G240, H240, I240), 2)",Sonata,Personal,
07/23/2018 22:27,07/23/2018 22:42,Personal,SGC,Virginia Beach VA,4.1,"=ROUND(PRODUCT(F241, 0), 2)",0.00,0.00,"=ROUND(SUM(G241, H241, I241), 2)",Sonata,Personal,
07/23/2018 23:45,07/23/2018 23:56,Personal,Virginia Beach VA,SGC,4.2,"=ROUND(PRODUCT(F242, 0), 2)",0.00,0.00,"=ROUND(SUM(G242, H242, I242), 2)",Sonata,Personal,
07/24/2018 10:51,07/24/2018 11:09,Personal,SGC,Virginia Beach VA,4.9,"=ROUND(PRODUCT(F243, 0), 2)",0.00,0.00,"=ROUND(SUM(G243, H243, I243), 2)",Sonata,Personal,
07/24/2018 11:43,07/24/2018 11:57,Personal,Virginia Beach VA,TCC,4.9,"=ROUND(PRODUCT(F244, 0), 2)",0.00,0.00,"=ROUND(SUM(G244, H244, I244), 2)",Sonata,Personal,
07/24/2018 14:34,07/24/2018 14:54,Personal,TCC,SGC,6.6,"=ROUND(PRODUCT(F245, 0), 2)",0.00,0.00,"=ROUND(SUM(G245, H245, I245), 2)",Sonata,Personal,
07/24/2018 16:23,07/24/2018 16:34,Personal,SGC,Virginia Beach VA,2.8,"=ROUND(PRODUCT(F246, 0), 2)",0.00,0.00,"=ROUND(SUM(G246, H246, I246), 2)",Sonata,Personal,
07/24/2018 16:50,07/24/2018 17:04,Personal,Virginia Beach VA,SGC,2.7,"=ROUND(PRODUCT(F247, 0), 2)",0.00,0.00,"=ROUND(SUM(G247, H247, I247), 2)",Sonata,Personal,
07/24/2018 17:07,07/24/2018 18:02,Business,SGC,Virginia Beach VA,12.4,"=ROUND(PRODUCT(F248, C1), 2)",0.00,0.00,"=ROUND(SUM(G248, H248, I248), 2)",Sonata,Business,
07/24/2018 18:14,07/24/2018 18:45,Business,Virginia Beach VA,Virginia Beach VA,4.2,"=ROUND(PRODUCT(F249, C1), 2)",0.00,0.00,"=ROUND(SUM(G249, H249, I249), 2)",Sonata,Business,
07/24/2018 18:48,07/24/2018 19:07,Business,Virginia Beach VA,Town Center,5.7,"=ROUND(PRODUCT(F250, C1), 2)",0.00,0.00,"=ROUND(SUM(G250, H250, I250), 2)",Sonata,Business,
07/24/2018 19:20,07/24/2018 20:30,Business,Town Center,Virginia Beach VA,5.8,"=ROUND(PRODUCT(F251, C1), 2)",0.00,0.00,"=ROUND(SUM(G251, H251, I251), 2)",Sonata,Business,
07/24/2018 20:52,07/24/2018 20:59,Business,Virginia Beach VA,Virginia Beach VA,2.2,"=ROUND(PRODUCT(F252, C1), 2)",0.00,0.00,"=ROUND(SUM(G252, H252, I252), 2)",Sonata,Business,
07/24/2018 21:02,07/24/2018 21:44,Business,Virginia Beach VA,SGC,13.8,"=ROUND(PRODUCT(F253, C1), 2)",0.00,0.00,"=ROUND(SUM(G253, H253, I253), 2)",Sonata,Business,
07/25/2018 09:55,07/25/2018 10:15,Personal,SGC,TCC,6.5,"=ROUND(PRODUCT(F254, 0), 2)",0.00,0.00,"=ROUND(SUM(G254, H254, I254), 2)",Sonata,Personal,
07/25/2018 15:46,07/25/2018 15:53,Personal,TCC,SGC,6.6,"=ROUND(PRODUCT(F255, 0), 2)",0.00,0.00,"=ROUND(SUM(G255, H255, I255), 2)",Sonata,Personal,
07/25/2018 17:08,07/25/2018 18:07,Business,SGC,Virginia Beach VA,18.3,"=ROUND(PRODUCT(F256, C1), 2)",0.00,0.00,"=ROUND(SUM(G256, H256, I256), 2)",Sonata,Business,
07/25/2018 18:09,07/25/2018 18:38,Business,Virginia Beach VA,North Central Virginia Beach VA,5.8,"=ROUND(PRODUCT(F257, C1), 2)",0.00,0.00,"=ROUND(SUM(G257, H257, I257), 2)",Sonata,Business,
07/25/2018 18:47,07/25/2018 18:59,Business,North Central Virginia Beach VA,Virginia Beach VA,2.8,"=ROUND(PRODUCT(F258, C1), 2)",0.00,0.00,"=ROUND(SUM(G258, H258, I258), 2)",Sonata,Business,
07/25/2018 18:59,07/25/2018 19:13,Business,Virginia Beach VA,Virginia Beach VA,2.9,"=ROUND(PRODUCT(F259, C1), 2)",0.00,0.00,"=ROUND(SUM(G259, H259, I259), 2)",Sonata,Business,
07/25/2018 19:15,07/25/2018 19:23,Business,Virginia Beach VA,Virginia Beach VA,2.3,"=ROUND(PRODUCT(F260, C1), 2)",0.00,0.00,"=ROUND(SUM(G260, H260, I260), 2)",Sonata,Business,
07/25/2018 19:24,07/25/2018 19:35,Business,Virginia Beach VA,Town Center,2.3,"=ROUND(PRODUCT(F261, C1), 2)",0.00,0.00,"=ROUND(SUM(G261, H261, I261), 2)",Sonata,Business,
07/25/2018 20:04,07/25/2018 20:23,Business,Virginia Beach VA,North Central Virginia Beach VA,6.2,"=ROUND(PRODUCT(F262, C1), 2)",0.00,0.00,"=ROUND(SUM(G262, H262, I262), 2)",Sonata,Business,
07/25/2018 20:33,07/25/2018 20:47,Business,North Central Virginia Beach VA,Virginia Beach VA,1.5,"=ROUND(PRODUCT(F263, C1), 2)",0.00,0.00,"=ROUND(SUM(G263, H263, I263), 2)",Sonata,Business,
07/25/2018 20:54,07/25/2018 21:32,Business,Virginia Beach VA,SGC,11.8,"=ROUND(PRODUCT(F264, C1), 2)",0.00,0.00,"=ROUND(SUM(G264, H264, I264), 2)",Sonata,Business,
07/26/2018 08:09,07/26/2018 08:37,Personal,SGC,TCC,7.1,"=ROUND(PRODUCT(F265, 0), 2)",0.00,0.00,"=ROUND(SUM(G265, H265, I265), 2)",Sonata,Personal,
07/26/2018 12:09,07/26/2018 12:46,Personal,TCC,Downtown Virginia Beach Virginia Beach VA,15.3,"=ROUND(PRODUCT(F266, 0), 2)",0.00,0.00,"=ROUND(SUM(G266, H266, I266), 2)",Sonata,Personal,
07/26/2018 12:59,07/26/2018 13:21,Personal,Downtown Virginia Beach Virginia Beach VA,SGC,8.6,"=ROUND(PRODUCT(F267, 0), 2)",0.00,0.00,"=ROUND(SUM(G267, H267, I267), 2)",Sonata,Personal,
07/26/2018 15:40,07/26/2018 15:55,Personal,SGC,Virginia Beach VA,4.3,"=ROUND(PRODUCT(F268, 0), 2)",0.00,0.00,"=ROUND(SUM(G268, H268, I268), 2)",Sonata,Personal,
07/26/2018 16:44,07/26/2018 16:59,Business,Buffalo Wild Wings-Town Center,Town Center,2.4,"=ROUND(PRODUCT(F269, C1), 2)",0.00,0.00,"=ROUND(SUM(G269, H269, I269), 2)",Sonata,Business,
07/26/2018 17:06,07/26/2018 17:15,Business,Town Center,Virginia Beach VA,0.9,"=ROUND(PRODUCT(F270, C1), 2)",0.00,0.00,"=ROUND(SUM(G270, H270, I270), 2)",Sonata,Business,
07/26/2018 17:16,07/26/2018 17:56,Business,Virginia Beach VA,Virginia Beach VA,9.8,"=ROUND(PRODUCT(F271, C1), 2)",0.00,0.00,"=ROUND(SUM(G271, H271, I271), 2)",Sonata,Business,
07/26/2018 17:57,07/26/2018 18:43,Business,Virginia Beach VA,Virginia Beach VA,11.8,"=ROUND(PRODUCT(F272, C1), 2)",0.00,0.00,"=ROUND(SUM(G272, H272, I272), 2)",Sonata,Business,
07/26/2018 18:46,07/26/2018 18:58,Business,Virginia Beach VA,Virginia Beach VA,3.0,"=ROUND(PRODUCT(F273, C1), 2)",0.00,0.00,"=ROUND(SUM(G273, H273, I273), 2)",Sonata,Business,
07/26/2018 19:02,07/26/2018 19:12,Business,Virginia Beach VA,Virginia Beach VA,2.4,"=ROUND(PRODUCT(F274, C1), 2)",0.00,0.00,"=ROUND(SUM(G274, H274, I274), 2)",Sonata,Business,
07/26/2018 19:26,07/26/2018 19:58,Business,Virginia Beach VA,Town Center,11.1,"=ROUND(PRODUCT(F275, C1), 2)",0.00,0.00,"=ROUND(SUM(G275, H275, I275), 2)",Sonata,Business,
07/26/2018 20:21,07/26/2018 20:45,Business,Town Center,Virginia Beach VA,7.2,"=ROUND(PRODUCT(F276, C1), 2)",0.00,0.00,"=ROUND(SUM(G276, H276, I276), 2)",Sonata,Business,
07/26/2018 20:48,07/26/2018 21:21,Business,Virginia Beach VA,SGC,10.6,"=ROUND(PRODUCT(F277, C1), 2)",0.00,0.00,"=ROUND(SUM(G277, H277, I277), 2)",Sonata,Business,
07/27/2018 08:43,07/27/2018 09:04,Personal,SGC,TCC,6.5,"=ROUND(PRODUCT(F278, 0), 2)",0.00,0.00,"=ROUND(SUM(G278, H278, I278), 2)",Sonata,Personal,
07/27/2018 16:05,07/27/2018 16:15,Business,TCC,Virginia Beach VA,1.7,"=ROUND(PRODUCT(F279, C1), 2)",0.00,0.00,"=ROUND(SUM(G279, H279, I279), 2)",Sonata,Business,
07/27/2018 16:29,07/27/2018 17:06,Business,Virginia Beach VA,SGC,12.9,"=ROUND(PRODUCT(F280, C1), 2)",0.00,0.00,"=ROUND(SUM(G280, H280, I280), 2)",Sonata,Business,
07/27/2018 17:50,07/27/2018 18:10,Business,SGC,North Central Virginia Beach VA,5.6,"=ROUND(PRODUCT(F281, C1), 2)",0.00,0.00,"=ROUND(SUM(G281, H281, I281), 2)",Sonata,Business,
07/27/2018 18:11,07/27/2018 18:25,Business,North Central Virginia Beach VA,Kao Tai,5.2,"=ROUND(PRODUCT(F282, C1), 2)",0.00,0.00,"=ROUND(SUM(G282, H282, I282), 2)",Sonata,Business,
07/27/2018 18:29,07/27/2018 18:42,Business,Kao Tai,Downtown Virginia Beach Virginia Beach VA,3.7,"=ROUND(PRODUCT(F283, C1), 2)",0.00,0.00,"=ROUND(SUM(G283, H283, I283), 2)",Sonata,Business,
07/27/2018 18:45,07/27/2018 18:53,Business,Downtown Virginia Beach Virginia Beach VA,Buffalo Wild Wings,1.0,"=ROUND(PRODUCT(F284, C1), 2)",0.00,0.00,"=ROUND(SUM(G284, H284, I284), 2)",Sonata,Business,
07/27/2018 19:07,07/27/2018 19:46,Business,Buffalo Wild Wings,Downtown Virginia Beach Virginia Beach VA,10.3,"=ROUND(PRODUCT(F285, C1), 2)",0.00,0.00,"=ROUND(SUM(G285, H285, I285), 2)",Sonata,Business,
07/27/2018 19:49,07/27/2018 20:37,Business,Downtown Virginia Beach Virginia Beach VA,Maggy McFly,11.9,"=ROUND(PRODUCT(F286, C1), 2)",0.00,0.00,"=ROUND(SUM(G286, H286, I286), 2)",Sonata,Business,
07/27/2018 20:41,07/27/2018 21:00,Business,Maggy McFly,Chef Skip,5.3,"=ROUND(PRODUCT(F287, C1), 2)",0.00,0.00,"=ROUND(SUM(G287, H287, I287), 2)",Sonata,Business,7.35
07/27/2018 21:07,07/27/2018 21:22,Business,Chef Skip,Virginia Beach VA,3.9,"=ROUND(PRODUCT(F288, C1), 2)",0.00,0.00,"=ROUND(SUM(G288, H288, I288), 2)",Sonata,Business,"9,57"
07/27/2018 21:38,07/27/2018 22:04,Business,Virginia Beach VA,SGC,9.8,"=ROUND(PRODUCT(F289, C1), 2)",0.00,0.00,"=ROUND(SUM(G289, H289, I289), 2)",Sonata,Business,
07/28/2018 06:49,07/28/2018 07:11,Personal,SGC,Restaurant Depot,7.8,"=ROUND(PRODUCT(F290, 0), 2)",0.00,0.00,"=ROUND(SUM(G290, H290, I290), 2)",Sonata,Personal,
07/28/2018 08:07,07/28/2018 08:26,Personal,Restaurant Depot,SGC,7.2,"=ROUND(PRODUCT(F291, 0), 2)",0.00,0.00,"=ROUND(SUM(G291, H291, I291), 2)",Sonata,Personal,
07/28/2018 10:51,07/28/2018 11:10,Personal,SGC,TCC,6.5,"=ROUND(PRODUCT(F292, 0), 2)",0.00,0.00,"=ROUND(SUM(G292, H292, I292), 2)",Sonata,Personal,
07/28/2018 16:08,07/28/2018 16:20,Personal,TCC,Virginia Beach VA,3.7,"=ROUND(PRODUCT(F293, 0), 2)",0.00,0.00,"=ROUND(SUM(G293, H293, I293), 2)",Sonata,Personal,
07/28/2018 16:23,07/28/2018 16:47,Personal,Virginia Beach VA,SGC,3.0,"=ROUND(PRODUCT(F294, 0), 2)",0.00,0.00,"=ROUND(SUM(G294, H294, I294), 2)",Sonata,Personal,
07/28/2018 18:07,07/28/2018 18:27,Business,SGC,TGI Fridays,5.5,"=ROUND(PRODUCT(F295, C1), 2)",0.00,0.00,"=ROUND(SUM(G295, H295, I295), 2)",Sonata,Business,
07/28/2018 18:39,07/28/2018 19:07,Business,TGI Fridays,Virginia Beach VA,7.2,"=ROUND(PRODUCT(F296, C1), 2)",0.00,0.00,"=ROUND(SUM(G296, H296, I296), 2)",Sonata,Business,
07/28/2018 19:24,07/28/2018 19:33,Business,Virginia Beach VA,Virginia Beach VA,4.3,"=ROUND(PRODUCT(F297, C1), 2)",0.00,0.00,"=ROUND(SUM(G297, H297, I297), 2)",Sonata,Business,
07/28/2018 19:33,07/28/2018 19:52,Business,Virginia Beach VA,Virginia Beach VA,5.0,"=ROUND(PRODUCT(F298, C1), 2)",0.00,0.00,"=ROUND(SUM(G298, H298, I298), 2)",Sonata,Business,
07/28/2018 19:55,07/28/2018 20:33,Business,Virginia Beach VA,Virginia Beach VA,10.9,"=ROUND(PRODUCT(F299, C1), 2)",0.00,0.00,"=ROUND(SUM(G299, H299, I299), 2)",Sonata,Business,
07/28/2018 20:34,07/28/2018 20:44,Business,Virginia Beach VA,North Central Virginia Beach VA,2.3,"=ROUND(PRODUCT(F300, C1), 2)",0.00,0.00,"=ROUND(SUM(G300, H300, I300), 2)",Sonata,Business,
07/28/2018 21:01,07/28/2018 21:09,Personal,North Central Virginia Beach VA,SGC,2.3,"=ROUND(PRODUCT(F301, 0), 2)",0.00,0.00,"=ROUND(SUM(G301, H301, I301), 2)",Sonata,Personal,
07/29/2018 10:51,07/29/2018 11:08,Personal,SGC,Virginia Beach VA,5.1,"=ROUND(PRODUCT(F302, 0), 2)",0.00,0.00,"=ROUND(SUM(G302, H302, I302), 2)",Sonata,Personal,
07/29/2018 11:14,07/29/2018 11:25,Personal,Virginia Beach VA,Virginia Beach VA,1.1,"=ROUND(PRODUCT(F303, 0), 2)",0.00,0.00,"=ROUND(SUM(G303, H303, I303), 2)",Sonata,Personal,
07/29/2018 11:41,07/29/2018 11:54,Personal,Virginia Beach VA,SGC,4.6,"=ROUND(PRODUCT(F304, 0), 2)",0.00,0.00,"=ROUND(SUM(G304, H304, I304), 2)",Sonata,Personal,
07/29/2018 14:59,07/29/2018 15:25,Personal,SGC,Downtown Virginia Beach Virginia Beach VA,9.1,"=ROUND(PRODUCT(F305, 0), 2)",0.00,0.00,"=ROUND(SUM(G305, H305, I305), 2)",Sonata,Personal,
07/29/2018 16:57,07/29/2018 17:15,Business,Downtown Virginia Beach Virginia Beach VA,Kao Tai,4.3,"=ROUND(PRODUCT(F306, C1), 2)",0.00,0.00,"=ROUND(SUM(G306, H306, I306), 2)",Sonata,Business,
07/29/2018 17:24,07/29/2018 17:50,Business,Kao Tai,Buffalo Wild Wings-Town Center,10.3,"=ROUND(PRODUCT(F307, C1), 2)",0.00,0.00,"=ROUND(SUM(G307, H307, I307), 2)",Sonata,Business,
07/29/2018 17:53,07/29/2018 18:03,Business,Buffalo Wild Wings-Town Center,Virginia Beach VA,1.8,"=ROUND(PRODUCT(F308, C1), 2)",0.00,0.00,"=ROUND(SUM(G308, H308, I308), 2)",Sonata,Business,
07/29/2018 18:07,07/29/2018 18:16,Business,Virginia Beach VA,Buffalo Wild Wings-Town Center,1.6,"=ROUND(PRODUCT(F309, C1), 2)",0.00,0.00,"=ROUND(SUM(G309, H309, I309), 2)",Sonata,Business,
07/29/2018 18:37,07/29/2018 19:56,Business,Buffalo Wild Wings-Town Center,SGC,20.5,"=ROUND(PRODUCT(F310, C1), 2)",0.00,0.00,"=ROUND(SUM(G310, H310, I310), 2)",Sonata,Business,
07/30/2018 13:36,07/30/2018 13:44,Unclassified,SGC,North Central Virginia Beach VA,1.9,"=ROUND(PRODUCT(F311, 0), 2)",0.00,0.00,"=ROUND(SUM(G311, H311, I311), 2)",Sonata,Unclassified,
07/30/2018 14:06,07/30/2018 14:11,Unclassified,North Central Virginia Beach VA,North Central Virginia Beach VA,1.8,"=ROUND(PRODUCT(F312, 0), 2)",0.00,0.00,"=ROUND(SUM(G312, H312, I312), 2)",Sonata,Unclassified,
07/30/2018 15:49,07/30/2018 16:15,Unclassified,SGC,Virginia Beach VA,9.3,"=ROUND(PRODUCT(F313, 0), 2)",0.00,0.00,"=ROUND(SUM(G313, H313, I313), 2)",Sonata,Unclassified,
07/30/2018 17:10,07/30/2018 17:32,Unclassified,Virginia Beach VA,Virginia Beach VA,5.5,"=ROUND(PRODUCT(F314, 0), 2)",0.00,0.00,"=ROUND(SUM(G314, H314, I314), 2)",Sonata,Unclassified,
07/30/2018 17:34,07/30/2018 17:47,Unclassified,Virginia Beach VA,Virginia Beach VA,1.7,"=ROUND(PRODUCT(F315, 0), 2)",0.00,0.00,"=ROUND(SUM(G315, H315, I315), 2)",Sonata,Unclassified,
07/30/2018 17:50,07/30/2018 18:14,Unclassified,Virginia Beach VA,Town Center,3.3,"=ROUND(PRODUCT(F316, 0), 2)",0.00,0.00,"=ROUND(SUM(G316, H316, I316), 2)",Sonata,Unclassified,
07/30/2018 18:32,07/30/2018 19:00,Unclassified,Town Center,Virginia Beach VA,6.0,"=ROUND(PRODUCT(F317, 0), 2)",0.00,0.00,"=ROUND(SUM(G317, H317, I317), 2)",Sonata,Unclassified,
07/30/2018 19:03,07/30/2018 19:20,Unclassified,Virginia Beach VA,TGI Fridays,2.7,"=ROUND(PRODUCT(F318, 0), 2)",0.00,0.00,"=ROUND(SUM(G318, H318, I318), 2)",Sonata,Unclassified,
07/30/2018 19:38,07/30/2018 19:42,Unclassified,TGI Fridays,Virginia Beach VA,1.0,"=ROUND(PRODUCT(F319, 0), 2)",0.00,0.00,"=ROUND(SUM(G319, H319, I319), 2)",Sonata,Unclassified,
07/30/2018 20:03,07/30/2018 20:29,Unclassified,Virginia Beach VA,SGC,7.2,"=ROUND(PRODUCT(F320, 0), 2)",0.00,0.00,"=ROUND(SUM(G320, H320, I320), 2)",Sonata,Unclassified,
07/31/2018 10:47,07/31/2018 11:06,Personal,SGC,TCC,6.5,"=ROUND(PRODUCT(F321, 0), 2)",0.00,0.00,"=ROUND(SUM(G321, H321, I321), 2)",Sonata,Personal,
07/31/2018 14:00,07/31/2018 14:09,Unclassified,TCC,Virginia Beach VA,2.5,"=ROUND(PRODUCT(F322, 0), 2)",0.00,0.00,"=ROUND(SUM(G322, H322, I322), 2)",Sonata,Unclassified,
07/31/2018 14:15,07/31/2018 14:35,Unclassified,Virginia Beach VA,Norfolk VA,9.6,"=ROUND(PRODUCT(F323, 0), 2)",0.00,0.00,"=ROUND(SUM(G323, H323, I323), 2)",Sonata,Unclassified,
07/31/2018 14:49,07/31/2018 14:59,Unclassified,Norfolk VA,Hollywood Homes/Maple Hall Norfolk VA,2.1,"=ROUND(PRODUCT(F324, 0), 2)",0.00,0.00,"=ROUND(SUM(G324, H324, I324), 2)",Sonata,Unclassified,
07/31/2018 15:59,07/31/2018 16:23,Unclassified,Norfolk VA,SGC,9.5,"=ROUND(PRODUCT(F325, 0), 2)",0.00,0.00,"=ROUND(SUM(G325, H325, I325), 2)",Sonata,Unclassified,
07/31/2018 18:10,07/31/2018 18:26,Unclassified,SGC,Virginia Beach VA,5.2,"=ROUND(PRODUCT(F326, 0), 2)",0.00,0.00,"=ROUND(SUM(G326, H326, I326), 2)",Sonata,Unclassified,
07/31/2018 18:30,07/31/2018 18:42,Unclassified,Virginia Beach VA,North Central Virginia Beach VA,1.9,"=ROUND(PRODUCT(F327, 0), 2)",0.00,0.00,"=ROUND(SUM(G327, H327, I327), 2)",Sonata,Unclassified,
07/31/2018 19:29,07/31/2018 19:51,Unclassified,North Central Virginia Beach VA,North Central Virginia Beach VA,5.5,"=ROUND(PRODUCT(F328, 0), 2)",0.00,0.00,"=ROUND(SUM(G328, H328, I328), 2)",Sonata,Unclassified,
07/31/2018 19:53,07/31/2018 20:04,Unclassified,North Central Virginia Beach VA,Town Center,6.3,"=ROUND(PRODUCT(F329, 0), 2)",0.00,0.00,"=ROUND(SUM(G329, H329, I329), 2)",Sonata,Unclassified,
07/31/2018 20:08,07/31/2018 20:54,Unclassified,Town Center,North Central Virginia Beach VA,12.2,"=ROUND(PRODUCT(F330, 0), 2)",0.00,0.00,"=ROUND(SUM(G330, H330, I330), 2)",Sonata,Unclassified,
07/31/2018 20:57,07/31/2018 21:05,Unclassified,North Central Virginia Beach VA,Buffalo Wild Wings-Town Center,2.0,"=ROUND(PRODUCT(F331, 0), 2)",0.00,0.00,"=ROUND(SUM(G331, H331, I331), 2)",Sonata,Unclassified,
07/31/2018 21:20,07/31/2018 21:42,Unclassified,Buffalo Wild Wings-Town Center,SGC,7.5,"=ROUND(PRODUCT(F332, 0), 2)",0.00,0.00,"=ROUND(SUM(G332, H332, I332), 2)",Sonata,Unclassified,
Totals,,,,,=SUM(F12:F332),=SUM(G12:G332),=SUM(H12:H332),=SUM(I12:I332),=SUM(J12:J332)

Report created at MileIQ.com

This spreadsheet uses formulas to calculate the MILES_VALUE and TOTAL values.
"Changing the values in cells C1, E1 and G1 will automatically update the MILES* value and TOTAL values."
Saving the spreadsheet will remove the formulas and leave just the calculated values in the saved spreadsheet.

"* For an IRS compliant log, these are required for every drive."
